,SalePrice
131,121846.99678557384
132,120182.86864113143
133,133104.45318829565
134,130506.09203485152
135,236199.89403799974
136,180820.74893469433
137,170264.6161730315
138,183604.61361845612
139,191780.34553845692
140,63238.72832219365
141,104254.87935140388
142,90867.31354983182
143,262721.58874041674
144,258988.15894199285
145,164480.86292419568
146,212776.42345132673
147,205297.4233318076
148,203739.2217987717
149,154598.6488539679
150,142799.6276050242
151,183804.24471350698
152,170407.94378483124
153,120606.00350512705
154,84562.14319020971
155,84562.14319020971
156,93017.76672802061
157,121829.89785069574
158,133803.34474172242
159,201242.28095254168
160,138160.15758905167
161,134315.32681308128
162,264370.4212220326
163,194665.05189724703
164,122823.44799811982
165,171255.79839140517
166,180116.27945860897
167,279660.4374463166
168,170073.44040650874
169,327509.8015511087
170,222703.9655554952
171,259728.40884085267
172,162113.40784303594
173,182875.44786493597
174,172556.40079875084
175,163942.68774026778
176,182335.84761606145
177,215235.30050084318
178,180164.87329106042
179,271223.8436460503
180,177684.08320929596
181,216817.5308493486
182,253198.0556620152
183,220800.01828709643
184,176884.8009403556
185,150370.2121082557
186,169855.19327809554
187,150485.62760412844
188,133330.83473662738
189,113678.35330012663
190,107196.43776497252
191,99635.23937955384
192,103842.1937864252
193,158128.10278057153
194,165639.7651375757
195,154873.04847896897
196,157671.0561404374
197,154399.71005451056
198,154399.43053207855
199,135791.8118418063
200,476295.1789349112
201,414053.5558808193
202,409680.3337241376
203,495453.23202528816
204,361997.72696539806
205,281330.6214511419
206,336947.6068077333
207,361976.61659784004
208,287033.8299623593
209,361610.8759948299
210,232578.71656476133
211,425121.7706606786
212,306745.5357247442
213,252644.48242444047
214,180071.4462362676
215,181171.8808839683
216,201448.84205225136
217,433247.80074762565
218,348375.82466853445
219,329405.5936268468
220,241715.24383176427
221,286559.53947844263
222,186378.80136224322
223,180415.4490143238
224,174378.57340460768
225,184806.68472309786
226,161206.33350461142
227,189510.1671085631
228,189158.50413402938
229,187799.84020581236
230,169667.7722044388
231,256964.77192979123
232,161206.33350461142
233,175835.9187391907
234,168639.2034749379
235,276808.8758834535
236,168639.2034749379
237,387828.0933624277
238,353965.51879631093
239,247612.7758501788
240,278916.398613287
241,294147.51077279856
242,295369.48364214395
243,307351.9812341314
244,214350.90849237275
245,434839.2072140691
246,214228.13010799183
247,211948.58819950998
248,287307.1576941162
249,214636.57366901138
250,240897.18550060084
251,292820.0298177722
252,237544.31927665367
253,218806.33227248257
254,192344.97483046408
255,195065.26198575206
256,181136.52511378186
257,135863.19062838962
258,209433.1750869742
259,252555.94005573518
260,172105.39321237127
261,129634.35512907387
262,154199.19210327876
263,219515.98346733136
264,229434.07930465657
265,189852.78072782175
266,173900.3328052591
267,181524.45644172103
268,167740.778832342
269,150176.31985597638
270,132920.46396244346
271,126774.73791786672
272,120184.76282259781
273,131832.15894776632
274,127347.0184680159
275,127717.86124076776
276,320354.22322220926
277,198436.88884675104
278,336311.3879771042
279,202440.84738234003
280,172736.33615951153
281,172681.50990642194
282,166797.2374428639
283,244103.85623613943
284,232177.6944988756
285,206513.18761511808
286,210698.90094658805
287,211364.93913765627
288,158963.36243881768
289,151228.66844027053
290,233906.9593119415
291,115524.10822568895
292,174160.77942136652
293,244737.28540872553
294,161565.4253616932
295,111028.09736721458
296,118176.68955144694
297,128359.59637511671
298,161318.28873631725
299,150050.0552283741
300,152875.7067626542
301,179327.39024960526
302,170693.84317925636
303,124597.60624511911
304,176807.65340860974
305,167031.3981083216
306,178496.6416668213
307,136630.5874221437
308,179488.65740045276
309,132747.32889609292
310,143675.42532899044
311,149847.1114227512
312,136488.93424010993
313,185397.7070361736
314,132625.68435095015
315,115814.71662334063
316,112702.84559019115
317,127171.8776231117
318,103530.05558264413
319,166860.57877016545
320,139561.6445637025
321,92951.78733016983
322,129125.05912430333
323,86558.49351073251
324,110816.44652278537
325,154978.27295534455
326,143259.81642203452
327,62177.539580194476
328,103154.74524389123
329,64571.41513331476
330,219469.87853189447
331,151365.16380449364
332,145599.83870180557
333,139925.98079108325
334,140707.63155974972
335,110683.39146482098
336,127200.67897437006
337,128868.0549759609
338,106363.80132820488
339,107124.24032009192
340,118741.0835574926
341,153547.11747342107
342,165056.14234924508
343,135794.12628107765
344,135347.04730184565
345,128147.86458779198
346,150921.91565954487
347,119366.67868721618
348,103438.1784529731
349,147336.808576728
350,110077.54201689815
351,115442.06184961482
352,125265.35113817986
353,88644.18140470136
354,65564.32118016334
355,94106.87802874959
356,121189.9116783182
357,139152.2703904637
358,114724.85154066488
359,67783.62477800659
360,133245.2988282815
361,147605.15245396845
362,61979.527769146225
363,134229.16404216568
364,122997.40612309476
365,95323.105470541
366,107029.42541400336
367,134937.97542997252
368,119179.65575823496
369,156294.3640039323
370,162005.69370809666
371,146790.69025369914
372,158735.02669964437
373,113893.51451267787
374,144109.79504505536
375,145543.58294606776
376,82566.14218231513
377,137369.8648770322
378,76201.86515296438
379,152351.72062672162
380,145084.02661512932
381,100279.87457441328
382,135816.28807312247
383,121294.24983253932
384,134665.78098935157
385,148340.24231929917
386,165856.24797112838
387,60418.64569937619
388,116391.73897441485
389,131966.4659665026
390,143308.34028375082
391,133921.03968638464
392,137867.89534478777
393,170152.27288721787
394,138448.25253835804
395,229087.9435774645
396,132971.37291943282
397,157268.90873847544
398,131007.22326283538
399,151540.79638082668
400,130267.61189578455
401,323106.3479463711
402,323106.3479463711
403,323106.3479463711
404,324436.14783907816
405,358950.8151016823
406,248869.61613297294
407,279572.0547021764
408,196737.06549724052
409,217115.33156069182
410,252910.83026771995
411,169987.05422524913
412,226114.3732257847
413,132661.95901293508
414,205047.13081935115
415,197558.70444015248
416,196325.66190670352
417,214696.62331438152
418,122479.99334725947
419,136011.4544684326
420,229498.9998559299
421,269881.9554304217
422,194446.86174782627
423,216289.15093639618
424,239768.9986578016
425,270987.42904717976
426,187089.40896811322
427,257772.47782348702
428,170674.34706509707
429,122953.06066430268
430,142076.17084836608
431,109641.96438093622
432,132381.4574700985
433,143906.9011215291
434,147885.49138914695
435,116961.1198292336
436,119018.85314461164
437,110538.96042560243
438,126426.02003450617
439,125658.86387565083
440,148789.0481058418
441,150580.54251832736
442,242296.49701370086
443,133913.47708695766
444,172932.13858811028
445,132961.81011107605
446,185308.1594440077
447,122429.3962926515
448,133706.86247115408
449,133706.86247115408
450,176426.48386146667
451,249930.40045561045
452,142542.27485639788
453,74033.0823103075
454,274315.5141328571
455,66645.2596169369
456,284677.94697623857
457,126727.70264194776
458,146011.03809375438
459,184441.07557632978
460,426411.50063964946
461,325197.2671038631
462,198234.81094448996
463,219034.93479783426
464,231392.49549898534
465,407179.0434866808
466,132623.37724552417
467,165056.81538206324
468,121063.09187958944
469,116250.07489235718
470,138872.07683657703
471,137912.2785929452
472,159743.80838814835
473,179932.4283387334
474,177010.53686774275
475,179888.69349957252
476,183030.97330737265
477,174996.87058806405
478,268467.15223632485
479,203884.15696315494
480,182975.3514329422
481,190456.3872018278
482,199508.58798010915
483,316227.70313633967
484,358082.0925199201
485,165140.1822854618
486,295709.2619766254
487,161707.27141695007
488,236581.98202771292
489,182483.85687678755
490,251804.2138708849
491,237029.6413473886
492,164178.28165079007
493,213910.64964411964
494,131041.96798793468
495,291065.9624344829
496,174553.66626256454
497,311120.5436501393
498,166899.90142300425
499,112477.7809572361
500,124999.26279708171
501,99635.23937955384
502,103842.1937864252
503,117778.36091680644
504,152707.0861325021
505,161350.6248673725
506,250898.6545120645
507,397275.25759422703
508,402321.9844064548
509,468014.1294707923
510,469696.3424021609
511,350754.4946694742
512,284132.3520738194
513,309235.4544818063
514,439304.3135728864
515,257268.87322674954
516,365892.5958315989
517,414604.24187196686
518,388387.2468441363
519,196842.6136427431
520,348034.23507078807
521,208490.4269903373
522,208490.4269903373
523,177905.37509882872
524,195962.5779981125
525,214206.07611284254
526,193683.22437175518
527,175807.51631955174
528,194031.15891881354
529,224332.28674708534
530,201448.84205225136
531,221106.76895332427
532,173019.00388101375
533,251919.1300346603
534,189435.77358927857
535,274059.78100522363
536,361382.6375786241
537,342746.2864577832
538,249435.9778200367
539,320360.7776783694
540,251877.57289756843
541,223956.0544259837
542,292968.81036122335
543,258730.9162610538
544,226909.57801578383
545,210940.72490465594
546,292915.52047152596
547,193928.60317970114
548,188390.01118930298
549,191789.14778125513
550,136407.8445297564
551,189105.4415818467
552,176611.9048909418
553,191625.68033074727
554,190880.34812516774
555,184128.26238246495
556,199137.01861422
557,129304.87601344731
558,120184.76282259781
559,121729.99436477486
560,111548.1958807001
561,171169.3658660833
562,159188.7798825667
563,224328.57740424405
564,369257.9332795292
565,186240.69217030812
566,150735.68007239263
567,159739.65498787654
568,173907.39587682273
569,276315.5952108606
570,219685.96976520348
571,220465.71070680855
572,271360.42313258525
573,160698.34236256397
574,208815.14639836372
575,208820.49964281626
576,207844.420445698
577,290303.998557965
578,198888.01456357347
579,351630.69671648665
580,218951.31089161636
581,205901.65741840334
582,170800.09397760234
583,175469.32026122898
584,218340.20524673996
585,168158.34698856852
586,149725.36646884726
587,134484.86215831773
588,173138.8071472349
589,177523.84097061763
590,99435.30216921326
591,146125.94493943366
592,139564.6279691099
593,80659.74078165939
594,163807.69960974148
595,113839.18517420099
596,123880.00542731202
597,191884.78342939448
598,142423.47708256845
599,146938.74849631332
600,164930.6171842843
601,134983.95307089493
602,110434.08990295239
603,144507.35697711844
604,128510.92797522883
605,171782.63053419863
606,124200.58568310358
607,187410.94570085412
608,83284.75804260572
609,107721.99108691067
610,86215.51927045261
611,146995.82676320474
612,137275.28663889144
613,179063.6418038774
614,137103.36557214966
615,124325.24401710759
616,149870.50263895668
617,129605.36865232392
618,137093.18101174393
619,127135.19877674892
620,126725.64173215177
621,144486.6965612835
622,153121.91736610557
623,114516.81769119974
624,138948.2887243655
625,123794.45828944689
626,131771.1514024086
627,116451.5100328167
628,101102.8510286937
629,135118.03272697603
630,108939.2923228321
631,129978.3987683831
632,139275.08599875416
633,138060.64439601722
634,149918.35793433947
635,90513.11190116887
636,90223.48528122659
637,148817.27080869782
638,58182.055992539106
639,98030.61470273421
640,138353.24469227289
641,140011.79071226568
642,93992.12020559577
643,167414.89612581293
644,112054.32745642317
645,83760.61516112163
646,227505.03585223737
647,129227.08854993567
648,114729.97265885341
649,111222.6036295408
650,153577.48463052505
651,137171.42702566923
652,109357.75182702299
653,107529.9193709338
654,149587.43172220368
655,116520.36420372962
656,134501.51414852188
657,126310.60501923918
658,111185.24167793905
659,99348.07986749767
660,83004.4951719765
661,95324.66900899171
662,93792.51269984638
663,225448.03473464143
664,155585.89786853312
665,155585.73045307913
666,148009.58649632824
667,134687.29891609884
668,104313.91818570306
669,141152.92473021246
670,191205.2794905539
671,128541.63595092339
672,117813.18039223447
673,114140.51963158326
674,89175.3576670246
675,84839.081206787
676,119426.769667168
677,138712.61331203257
678,145067.00640420974
679,128728.67800414847
680,121288.06730169669
681,137043.2499971468
682,147334.5208159856
683,135087.6620287381
684,126823.66039026296
685,141138.15544558526
686,157084.4932351243
687,124574.16150292718
688,131692.02938374365
689,229624.34101584283
690,121095.21430906892
691,147954.05417272446
692,158143.82562562978
693,113452.65457101661
694,122332.73767172334
695,238915.38727367416
696,231744.13573444373
697,228089.04337415934
698,204638.9763271696
699,160429.29385852173
700,285476.0904349168
701,460619.50723910937
702,361466.9317218263
703,229818.7859227145
704,168989.75027456315
705,145744.63328409987
706,187545.4858101794
707,195925.72999503923
708,191505.69044818426
709,206723.79882629882
710,141197.66801921706
711,146655.06142256674
712,157868.30962618688
713,263670.2946847754
714,315434.63038283703
715,279812.0634654179
716,270604.0355495924
717,212529.89416513688
718,143650.8006132444
719,216060.0054235389
720,203078.910037082
721,225747.8887077506
722,202058.8530960935
723,139266.1426765066
724,113170.81182036632
725,151456.70131650168
726,137827.25494040435
727,153131.4161593936
728,204097.121176693
729,83704.73283408521
730,83704.73283408521
731,92457.67379049248
732,91122.46630241381
733,88724.56415697823
734,107462.29125082024
735,99267.67013325532
736,103389.57889298587
737,165936.9277298892
738,169892.2617298858
739,112843.99613592669
740,127762.1686068592
741,179968.56553899834
742,155244.63642122288
743,154156.0296754791
744,123056.2644378368
745,136508.11343255377
746,178884.9656801161
747,224193.77315464953
748,186083.3882319265
749,122429.3962926515
750,112363.56409121874
751,113829.43195526936
752,103026.89279135545
753,138724.942271082
754,91971.81047164892
755,157024.83368904673
756,75175.84117058126
757,96616.51737363476
758,85149.57071372907
759,81150.6213613254
760,274315.5141328571
761,225827.9249043742
762,272387.80187748326
763,212225.53052779354
764,144040.62033191463
765,177619.2555849533
766,194627.45514401677
767,259197.73058558887
768,227624.94734240195
769,154598.6488539679
770,213694.2926877688
771,186103.18361570258
772,170164.43935846735
773,216816.46564239182
774,196299.6177791654
775,285584.751553311
776,356837.78911570355
777,189313.5000577017
778,132917.92262060143
779,162412.22479440644
780,138677.7215170746
781,141004.35212966634
782,120108.53063139481
783,91487.35059343271
784,91730.29292451772
785,142616.34658944377
786,99921.40202917764
787,123894.83711482628
788,123758.84595994349
789,139150.1974690645
790,131081.83231043533
791,171730.0946494155
792,159059.60618404232
793,173391.3243002895
794,188934.13092819098
795,171583.46236054247
796,207320.79077552012
797,180128.66226949345
798,183136.42855127185
799,154755.5847131396
800,190876.3562261646
801,204431.65095508686
802,316614.78023262945
803,437924.14018803526
804,161865.27847378232
805,275343.9966261831
806,326438.0553957378
807,405330.39469092584
808,172062.70490194779
809,176278.58281731018
810,219156.80042833684
811,209291.93249268222
812,160252.2855766775
813,167275.67372350403
814,168932.06817902686
815,172001.06487380163
816,186424.3105748133
817,154622.13234121702
818,122273.85644026409
819,111385.08630433567
820,173604.44798205528
821,175515.923273884
822,103584.52038829659
823,119875.49434796457
824,157631.57811106948
825,128830.4820058948
826,342598.79987403576
827,274237.2319412303
828,377610.95491014805
829,458864.0202188034
830,316343.7970397976
831,414647.8432417376
832,451846.9626131093
833,458871.43181012734
834,461496.73729327996
835,311114.6892414355
836,283018.3734301417
837,340554.2091036831
838,420392.4662565974
839,316587.2463649026
840,252497.1429769045
841,229166.39943265193
842,275324.24560559
843,271778.50183539
844,176568.33735993417
845,176568.33735993417
846,180197.6435736245
847,255002.8050314969
848,274209.99928842013
849,208055.52998788975
850,186378.80136224322
851,178199.18688309932
852,178170.99017499204
853,169929.38255526926
854,175032.71234940726
855,191760.77870209963
856,175132.1697077198
857,174286.59713481247
858,179421.81436099982
859,192922.66938697943
860,241202.3468016577
861,193410.58937154798
862,169826.55194793112
863,161206.33350461142
864,226803.64170114388
865,162114.2558066935
866,222832.93381579893
867,223260.09523151256
868,184846.48290834407
869,181858.96986768037
870,370281.3362110817
871,413183.03481346637
872,338917.7368719755
873,276375.5331564653
874,270246.3699584847
875,320232.4594360726
876,208619.1996235525
877,255168.3673460105
878,257045.16603895475
879,425497.92888314114
880,232433.95768073061
881,260465.59650088352
882,217881.6054559872
883,247236.7695272192
884,271778.50183539
885,208659.75681715243
886,194365.68391150274
887,231701.84376136752
888,167423.25573784098
889,259158.59796310504
890,254297.9714491986
891,274643.77228184766
892,226662.0399507513
893,131727.76818158908
894,163864.74163604988
895,151424.55400483846
896,215332.93912292275
897,190432.0839509088
898,126217.46304029285
899,127111.20135192048
900,140952.09008631812
901,269644.6188272219
902,141214.7626510168
903,144960.50700729006
904,208362.0712574024
905,193600.9164328884
906,257165.91477849107
907,200111.0286388065
908,254965.0873988062
909,173175.444299035
910,174649.94556352025
911,187755.61210389607
912,265596.9672897964
913,285444.77194282046
914,252180.49951227635
915,263006.91707311483
916,310397.14077755704
917,143302.34262097394
918,192283.3516828468
919,145457.0047120553
920,160591.11189492885
921,179504.09203898927
922,230807.15817351933
923,251764.4451438956
924,150611.68692140718
925,138716.3474713461
926,129032.81911693333
927,104175.33293427322
928,132618.1266981702
929,135841.24285418383
930,132353.9863411395
931,123439.92442519004
932,168349.6995443241
933,142688.1555531005
934,196584.64947496162
935,150280.94749721244
936,171642.58819512272
937,121134.52888989354
938,69649.91361033551
939,61600.41917398635
940,116702.93241905389
941,132621.10081544446
942,165848.18425814
943,132424.77517653606
944,155276.7025373207
945,127342.22249590394
946,130014.942953566
947,137992.55893557653
948,137827.37137911253
949,166609.6248808103
950,121499.5081208581
951,148211.6945194262
952,141210.54532323533
953,121634.63046417113
954,166486.7744058312
955,135075.0043614595
956,129001.9843153538
957,123487.85635638474
958,143150.04146975125
959,122207.04515421159
960,144910.90979939734
961,122324.97447802611
962,104322.02280094328
963,148670.69803564157
964,205566.77685899063
965,117918.255428589
966,120357.99676703484
967,166527.83655730844
968,127220.05900565218
969,129137.83363947239
970,121534.29848500282
971,130647.0084467979
972,141221.69798656777
973,147112.42322673966
974,155475.3076441226
975,98645.59326540946
976,118787.22581715629
977,125292.91906601534
978,117189.79238614994
979,130582.62181597833
980,109116.63380570637
981,109124.18067663252
982,118792.13209711872
983,114007.46479042145
984,91743.80454177133
985,120386.14629732129
986,169594.04799215792
987,145008.84205327372
988,121522.38427368336
989,147163.94196110603
990,117516.42615089405
991,190601.95313157764
992,92755.29580667971
993,102841.93436213098
994,105086.35375127857
995,129091.08697440154
996,118669.97272259326
997,113459.03895619784
998,114814.97073011535
999,151577.44160213688
1000,120527.6411447669
1001,125561.86068997624
1002,123208.62628353984
1003,164899.2434570832
1004,131186.3645462764
1005,122570.54460864927
1006,140028.0269837652
1007,98796.06276566844
1008,108385.38438943643
1009,193989.676164895
1010,211998.68118616086
1011,173503.11521225618
1012,116778.89715843745
1013,113020.86223677092
1014,238948.36839120023
1015,115985.68001675188
1016,128708.12565498568
1017,167694.81285230318
1018,118814.24344293812
1019,135482.78075707448
1020,131469.59746313764
1021,126132.78690293278
1022,122311.87691467672
1023,133732.57432141763
1024,122111.33353629526
1025,149661.64013636406
1026,187016.6219524508
1027,139375.19923126802
1028,141165.3079068038
1029,140846.9438036872
1030,91167.84199920918
1031,181211.91090696436
1032,124508.98547152075
1033,154549.58186281836
1034,97883.48214741053
1035,208871.16867880794
1036,143451.93325754747
1037,117786.20799433054
1038,91156.50142621939
1039,136221.12402643682
1040,151596.97644519125
1041,136374.35687034798
1042,105935.57045139952
1043,188319.09110805683
1044,218440.35816306967
1045,288839.4472801826
1046,370896.1609429688
1047,288839.4472801826
1048,227859.07939060853
1049,248576.54068929033
1050,186527.97700926385
1051,211520.79470812366
1052,210789.45522076974
1053,196452.18095533116
1054,146908.2425774276
1055,154786.6649174076
1056,132661.95901293508
1057,141745.59632463957
1058,217614.52464419804
1059,201206.66641762428
1060,194717.12968872825
1061,220783.83526551048
1062,134813.7385496037
1063,142084.7724569535
1064,141416.01099764096
1065,142241.80567618954
1066,125402.48247645858
1067,131071.23810172259
1068,127314.40577663093
1069,96718.63981473498
1070,227327.47530107363
1071,232338.13257174654
1072,197455.38699186203
1073,257147.57789117633
1074,316162.44160681096
1075,224485.12023231795
1076,210185.48479126245
1077,183721.90885694418
1078,183089.81294258666
1079,176993.5479713494
1080,181884.92606781027
1081,169794.22375732637
1082,124763.47812866945
1083,132694.29634889806
1084,129667.45189350784
1085,150831.25515228917
1086,138381.20561322573
1087,157268.90873847544
1088,158828.12473489973
1089,604972.2632242708
1090,142076.17084836608
1091,126265.23711388448
1092,83704.73283408521
1093,125685.58033397973
1094,100540.08294669211
1095,99654.48924020783
1096,111782.09529647905
1097,175333.02128823075
1098,141324.4935318048
1099,112375.34976662864
1100,119849.14931609806
1101,122837.70009895056
1102,133727.4007042094
1103,166282.27140619193
1104,116197.27217823274
1105,121818.32176619691
1106,129748.6917425283
1107,174123.67678542793
1108,174519.45939951605
1109,122476.0849410115
1110,177602.98515820873
1111,183760.4607398589
1112,221417.65270513346
1113,218306.14345299974
1114,129100.48777579615
1115,122710.06845222734
1116,138433.88362
1117,106955.04470428384
1118,72585.80464410991
1119,122026.41398898093
1120,127767.23238395467
1121,103808.97157940046
1122,253929.8347454983
1123,150851.74963080845
1124,177194.31817753843
1125,188736.6285630335
1126,205028.02790555204
1127,156019.23622112983
1128,139688.74153548712
1129,215741.61826911458
1130,181459.96871305822
1131,231578.46431357
1132,255409.78831916853
1133,183385.15156063635
1134,210642.40611825054
1135,336355.0909415961
1136,190924.5531277467
1137,279333.7881843561
1138,354802.87813357974
1139,150225.25712167576
1140,144648.0233371255
1141,93017.76672802061
1142,91746.24765805315
1143,84562.14319020971
1144,93723.68074556136
1145,138174.10099997677
1146,164671.61892359328
1147,177051.01732051655
1148,153022.7934278247
1149,109326.16618736545
1150,152156.193122757
1151,150892.71585283792
1152,123894.83711482628
1153,129358.13916898546
1154,151088.85650101636
1155,133028.72855747715
1156,173034.62090195238
1157,169392.07934817259
1158,246819.53504603254
1159,176646.42906286556
1160,184434.80581832601
1161,193464.4094609461
1162,274225.3176344109
1163,296860.992765315
1164,356762.4394105639
1165,164377.99113424317
1166,192425.54091280853
1167,411204.21507463785
1168,521903.8134460574
1169,343015.9432037168
1170,483707.4322817095
1171,409850.09795935324
1172,293658.31754382374
1173,378205.34136515594
1174,143123.14508243566
1175,194164.007455594
1176,163567.06761624874
1177,247503.33367405695
1178,175884.8299244744
1179,151206.12496313502
1180,108675.66001804045
1181,187943.40617718824
1182,120936.44546778442
1183,132522.6777793906
1184,104805.63907266031
1185,102917.98630626361
1186,105510.8730698613
1187,140640.55209205864
1188,135251.7527845508
1189,160607.97473852296
1190,152562.3616512347
1191,416734.52522865916
1192,269280.8996514043
1193,249852.75043113012
1194,362193.92682567245
1195,324217.1384586485
1196,326543.2773560893
1197,283740.556173187
1198,310121.7853995375
1199,340281.1271779489
1200,338183.35998311744
1201,339964.92607621645
1202,278260.33241477486
1203,274653.4541211274
1204,312048.34028858494
1205,280204.6561949744
1206,169687.0101224815
1207,181884.92606781027
1208,176997.37771877975
1209,301623.1528480701
1210,181884.92606781027
1211,197929.48757950292
1212,205226.96691897776
1213,213664.85608129395
1214,172940.57364746023
1215,189426.89111365145
1216,187355.32803724764
1217,269594.7934392115
1218,266288.20146571536
1219,292316.4420498875
1220,443867.379044591
1221,368939.4776551964
1222,524181.5050857333
1223,323989.2251773986
1224,348068.6470643341
1225,265165.7638363804
1226,270516.6065930875
1227,249853.99168564533
1228,208614.9324167765
1229,452297.1740355638
1230,190471.54869710692
1231,127035.90769219738
1232,191649.62803153973
1233,127521.10247543539
1234,193801.27173439876
1235,190623.04486335802
1236,189504.66593485067
1237,189827.46145106058
1238,176112.33700800952
1239,169472.34414238215
1240,155666.63361400084
1241,132271.6223790801
1242,140393.65172294146
1243,135626.6373425892
1244,128999.2638860754
1245,120277.29283234547
1246,133907.5785885531
1247,131265.22052610337
1248,109180.77732670265
1249,123800.59942758885
1250,285739.57890899567
1251,344813.0261533684
1252,170623.5370580099
1253,150764.3438212811
1254,174824.37674064454
1255,150071.4272597399
1256,166334.65916174804
1257,259971.04972489286
1258,152629.86369061613
1259,176258.5841692697
1260,141629.27657341916
1261,164155.85090080218
1262,140451.0960923785
1263,120799.22390105652
1264,135386.65651354482
1265,136111.39063461465
1266,149826.2665139936
1267,161969.7720527681
1268,149972.66552378132
1269,149365.91188472952
1270,114567.29107213399
1271,117620.31516893055
1272,166668.79967834376
1273,155746.81031896253
1274,128897.31599810251
1275,145221.23020582035
1276,123135.5033908803
1277,162146.80075189547
1278,157579.9521051791
1279,141538.85120027114
1280,147692.6080040264
1281,153682.2056432482
1282,135971.55518365215
1283,138726.89500844237
1284,133097.87109509192
1285,128252.67357700625
1286,144241.42012853533
1287,116389.64147619854
1288,125251.37977676677
1289,132602.83060278185
1290,119811.44546655277
1291,228637.47875847926
1292,152466.73897541018
1293,206671.4127734497
1294,132963.25674215928
1295,64463.638263247674
1296,68182.5847218161
1297,66142.31375404095
1298,148043.82622719966
1299,123993.70078307576
1300,137979.9952296341
1301,144308.34941921904
1302,176702.42183136856
1303,147151.18372904183
1304,257852.0260640185
1305,125594.7286851354
1306,89874.37443889373
1307,148270.9080928083
1308,139333.95847376715
1309,165468.12034660002
1310,118787.22581715629
1311,111151.79142827667
1312,143106.47303184416
1313,149148.91328901218
1314,128128.49486439284
1315,140878.71725023186
1316,154600.55170280216
1317,118246.45522220999
1318,118210.05542582671
1319,113179.33486367886
1320,104854.80731525022
1321,88285.99722955692
1322,94506.41422918513
1323,130099.16669904526
1324,151365.08317901948
1325,57102.602354936746
1326,122481.01089583564
1327,73666.96987316494
1328,204269.94234817094
1329,98760.51990248414
1330,132326.01736510007
1331,81718.95955701829
1332,152269.59815421997
1333,88205.38092898653
1334,116617.66057456135
1335,105451.61410222368
1336,212770.8084429102
1337,120767.6211174745
1338,107571.31339201698
1339,85080.30462368784
1340,110541.22350950085
1341,126661.18765952364
1342,202079.72606755552
1343,135622.81381066036
1344,93209.07556699908
1345,112127.28787007972
1346,162004.6522969456
1347,140110.55684459547
1348,127251.35541945149
1349,134983.23528070794
1350,165648.67991957534
1351,142075.29414998955
1352,197900.7043452278
1353,197900.7043452278
1354,106164.9014082511
1355,241449.98853550485
1356,134814.55528782253
1357,124762.31742702071
1358,160631.51558648606
1359,120009.00246937491
1360,116662.80023640285
1361,174179.1581234909
1362,265114.5480704645
1363,167432.00085174778
1364,130830.30651957965
