,OverallQual,GrLivArea,GarageCars,TotalBsmtSF,FullBath,YearBuilt,HasBsmt
66,7,7.699389406256737,2,7.5740450053721995,2,1970,1
67,7,7.2991214627108,2,7.2813856635702825,2,2003,1
68,4,6.616065185132817,1,6.616065185132817,1,1945,1
69,7,7.734996194022781,2,7.1731917424865985,2,1953,1
70,7,7.706612913964197,2,7.706612913964197,2,1973,1
71,4,6.739336627357174,2,6.739336627357174,1,1982,1
72,7,7.4489161025442,2,6.723832440821209,2,1998,1
73,5,6.990256500493881,2,6.990256500493881,1,1954,1
74,3,7.380879035564116,1,6.733401891837359,2,1915,1
75,4,6.895682697747868,1,6.135564891081739,1,1973,1
76,4,6.858565034791365,1,6.858565034791365,1,1956,1
77,5,7.158513997329321,1,6.51025834052315,1,1948,1
78,4,7.477604243197589,0,7.477604243197589,2,1968,1
79,5,7.114769448366463,2,6.0867747269123065,1,1910,1
80,6,7.669495251007694,1,6.79794041297493,2,1968,1
81,6,7.198183577101943,2,7.1204443723924875,2,1998,1
82,8,7.354362330421477,3,7.354362330421477,2,2007,1
83,5,6.970730078143525,2,6.970730078143525,1,1960,1
84,7,7.295735072749282,2,5.950642552587727,2,1995,1
85,8,7.790282380703483,2,7.160845906664299,2,1991,1
86,6,7.352441100243583,2,6.52795791762255,2,2005,1
87,6,7.1098794630722715,2,6.416732282512326,2,2009,1
88,3,7.330405211844402,0,6.920671504248683,1,1915,1
89,4,6.897704943128636,0,6.897704943128636,1,1994,1
90,4,6.946975992135418,2,0.0,1,1950,0
91,5,7.118826249062078,2,7.118826249062078,1,1961,1
92,5,6.871091294610546,2,6.775366090936392,1,1921,1
93,6,7.736743682453495,2,7.101675971619444,2,1910,1
94,6,7.487733761436444,2,6.714170529909472,2,1997,1
95,6,7.293017679772782,2,6.522092798170152,2,1993,1
96,7,7.370230641807081,2,7.370230641807081,2,1999,1
97,4,6.866933284461882,1,6.866933284461882,1,1965,1
98,5,6.727431724850855,1,6.126869184114185,1,1920,1
99,4,7.110696122978827,0,6.856461984594587,1,1959,1
100,6,7.383989457978509,2,7.383989457978509,2,1977,1
101,6,7.4570320891223805,2,6.608000625296087,2,1985,1
102,5,7.336285660021297,2,0.0,2,1979,0
103,7,7.111512116496157,3,7.111512116496157,2,2009,1
104,7,7.505492274737424,1,6.946975992135418,1,1931,1
105,8,7.596894438144544,2,6.959398512133975,2,2003,1
106,4,6.953684210870537,1,6.46302945692067,1,1885,1
107,5,6.670766320845874,1,6.670766320845874,1,1948,1
108,5,7.324489979348532,0,6.675823221634848,2,1919,1
109,6,7.519692404116539,2,7.519692404116539,2,1977,1
110,6,7.5256399750415355,1,6.901737206656574,2,1954,1
111,7,7.265429723253953,2,5.950642552587727,2,2000,1
112,7,7.899524472032198,3,7.142036574706803,2,2007,1
113,6,7.7226775164680035,2,7.500529485395295,2,1953,1
114,6,7.749322464660356,1,6.93537044601511,2,1945,1
115,6,7.284820912568604,2,6.591673732008658,2,1999,1
116,5,6.9957661563048505,1,6.9957661563048505,1,1962,1
117,5,7.025538314638521,2,7.025538314638521,1,2006,1
118,7,8.07775756373692,3,7.422373700986824,3,1990,1
119,6,7.283448228756631,2,6.590301048196686,2,2005,1
120,6,6.895682697747868,2,6.843749949006225,1,1969,1
121,4,7.023758954738443,1,6.595780513961311,1,1939,1
122,6,6.984716320118266,1,6.984716320118266,1,1958,1
123,6,7.089243155027514,2,7.089243155027514,2,1993,1
124,6,7.368970402194793,2,7.216709486709457,2,1979,1
125,6,6.625392368007956,0,6.253828811575473,1,1935,1
126,6,6.86484777797086,2,6.982862751468942,2,1976,1
127,5,6.733401891837359,0,6.51025834052315,1,1930,1
128,6,7.206377291472252,2,6.492239835020471,1,1966,1
129,5,6.959398512133975,2,6.915723448631314,1,1958,1
130,7,7.676473646389156,2,6.828712071641684,2,1966,1
131,6,7.627544390488503,2,6.899723107284872,2,2000,1
132,5,7.190676034332207,2,6.968850378341948,1,1959,1
133,8,7.16703787691222,2,7.144407180321139,2,2001,1
134,5,7.450660796211539,2,7.2868764117507,2,1968,1
135,7,7.427738840532894,2,7.1731917424865985,2,1970,1
136,5,7.101675971619444,1,7.101675971619444,2,1967,1
137,7,7.580189417944541,3,7.553286605600419,3,1988,1
138,8,7.524021415206125,3,6.911747300251674,2,1999,1
139,6,7.475339236566737,2,6.833031732786201,2,1997,1
140,4,6.761572768804055,0,6.761572768804055,1,1971,1
141,7,7.458186157340487,2,7.458186157340487,2,2005,1
142,5,7.233455418621439,2,6.813444599510896,2,1952,1
143,7,7.313886831633462,2,7.306531398939505,2,1999,1
144,5,7.454719949364001,2,7.454719949364001,2,1963,1
145,6,7.443663683115591,2,6.877296071497429,2,2004,1
146,5,6.774223886357614,1,6.5722825426940075,1,1931,1
147,7,7.618251097876695,2,6.784457062637643,2,2001,1
148,7,6.984716320118266,0,6.984716320118266,1,2004,1
149,5,7.203405521083095,1,6.79794041297493,1,1936,1
150,5,6.876264611890766,2,6.876264611890766,1,1975,1
151,8,7.444248649496705,3,7.444248649496705,2,2007,1
152,6,7.597396320212795,2,6.715383386334681,2,1971,1
153,6,7.132497551660044,2,7.379008127628304,1,1960,1
154,6,7.090076835776092,1,7.090076835776092,1,1923,1
155,6,6.999422467507961,0,6.349138991379798,1,1924,1
156,5,6.946975992135418,2,0.0,1,1950,0
157,8,7.584773077612199,3,6.651571873589727,2,2009,1
158,7,7.5740450053721995,2,6.898714534329988,2,2004,1
159,7,7.808729306744399,2,7.238496840894365,2,2005,1
160,6,7.116394144093465,2,7.116394144093465,2,1984,1
161,9,7.889084407035514,3,7.360103972989152,2,2003,1
162,7,7.340186835320115,2,7.340186835320115,2,2005,1
163,4,6.782192056006791,0,6.782192056006791,1,1956,1
164,6,7.38770923908104,1,7.046647277848756,2,1926,1
165,5,7.2115567333138015,0,6.467698726104354,2,1940,1
166,5,7.532088143541722,1,7.388327859577107,1,1955,1
167,8,7.6783263565068856,3,7.366445148327599,1,2007,1
168,7,7.450079569807499,2,6.733401891837359,2,2004,1
169,8,7.442492722794441,2,7.430114138561801,2,1981,1
170,5,7.231287004327616,2,6.579251212010101,1,1941,1
171,6,7.412160334945205,2,6.984716320118266,1,1960,1
172,7,7.4770384723196965,2,6.96979066990159,2,1987,1
173,6,7.216709486709457,2,7.216709486709457,1,1961,1
174,6,7.409136443920128,2,7.381501894506707,2,1986,1
175,6,7.67693714581808,2,7.091742115095153,2,1950,1
176,6,7.630461261783627,2,7.048386408721883,2,1988,1
177,5,7.560080465021827,2,6.9584483932976555,2,1958,1
178,9,7.711548979629146,3,7.703459047867175,2,2008,1
179,5,6.875232087276577,2,6.875232087276577,1,1923,1
180,6,7.329749689041512,2,6.628041376179533,2,2000,1
181,7,7.496652438168283,1,6.675823221634848,1,1920,1
182,5,7.200424892944957,1,0.0,1,1957,0
183,7,7.641084249174914,2,7.216709486709457,2,2003,1
184,5,7.132497551660044,2,6.222576268071369,1,1908,1
185,10,8.190908881182514,3,7.009408932708637,2,1892,1
186,7,7.104144092987527,2,7.080026499922591,2,1990,1
187,5,7.412160334945205,1,6.492239835020471,2,1916,1
188,5,7.1098794630722715,2,6.990256500493881,0,1979,1
189,8,7.373374309910049,2,7.373374309910049,1,2001,1
190,8,7.910957382845589,2,6.748759547491679,2,1932,1
191,7,7.2991214627108,2,6.586171654854675,1,1972,1
192,7,7.266128779556451,2,7.266128779556451,2,1999,1
193,7,7.443663683115591,2,6.877296071497429,2,2004,1
194,5,6.761572768804055,1,6.761572768804055,1,1972,1
195,6,7.283448228756631,2,6.75110146893676,2,1976,1
196,7,7.453561871643373,3,7.453561871643373,2,2007,1
197,8,8.043020885298283,2,7.215239978730097,2,1918,1
198,6,7.709308333385869,0,6.626717749249025,1,1912,1
199,8,7.44600149832412,3,7.44600149832412,2,2004,1
200,4,7.02197642307216,2,7.02197642307216,2,2003,1
201,6,7.153833801578843,2,7.086737934510577,2,1977,1
202,6,7.177782416195197,1,6.424869023905388,2,1924,1
203,6,6.742880635791903,2,6.742880635791903,1,2004,1
204,5,7.157735484249907,1,6.579251212010101,1,1947,1
205,7,7.273786317844895,2,7.261225091971921,2,1990,1
206,5,7.4360278163518485,1,7.038783541388542,1,1962,1
207,4,7.003065458786462,1,7.003065458786462,1,1960,1
208,7,7.631431664576906,2,7.053585727193677,2,1988,1
209,6,6.9957661563048505,2,6.9957661563048505,1,1964,1
210,5,6.761572768804055,0,6.761572768804055,1,1925,1
211,6,7.10002716662926,2,7.10002716662926,2,2009,1
212,7,7.524021415206125,2,6.802394763324311,2,2009,1
213,5,6.897704943128636,2,6.897704943128636,1,1995,1
214,6,7.238496840894365,1,6.535241271013659,1,1977,1
215,5,7.119635638017636,1,6.975413927455952,1,1957,1
216,7,7.269616749608169,2,7.269616749608169,2,2004,1
217,4,7.191429330036379,1,6.530877627725885,1,1925,1
218,7,7.577633832602728,2,6.682108597449809,1,1939,1
219,7,7.129297548929373,2,7.129297548929373,2,2005,1
220,7,7.311886164077165,2,7.311886164077165,2,2006,1
221,6,7.726212650507529,2,6.917705609835305,2,2002,1
222,6,7.347299700743164,2,6.569481420414296,2,1975,1
223,4,6.761572768804055,2,6.761572768804055,1,1971,1
224,10,7.779885115070522,3,7.779885115070522,2,2003,1
225,5,7.171656822768514,1,6.4457198193855785,2,1971,1
226,7,7.832014180505469,3,7.0925737159746784,2,1995,1
227,6,6.894670039433482,1,6.180016653652572,1,1970,1
228,5,6.815639990074331,1,6.815639990074331,1,1967,1
229,7,7.349230824613334,2,7.224753405767971,2,2005,1
230,6,7.085064293952548,1,7.085064293952548,1,1959,1
231,8,7.935229539816907,3,7.2875606403097235,2,1995,1
232,6,6.894670039433482,1,6.180016653652572,1,1972,1
233,5,6.795705775173514,1,6.795705775173514,1,1976,1
234,6,7.580699752224563,2,6.756932389247553,2,2002,1
235,6,6.894670039433482,1,6.180016653652572,1,1971,1
236,7,7.254177846456518,2,7.254177846456518,2,2004,1
237,7,7.463936604468925,2,6.903747257584598,2,1993,1
238,8,7.434847875211999,3,7.434847875211999,2,2007,1
239,6,7.304515946460155,1,6.5998704992128365,1,1945,1
240,8,7.356279876550748,2,7.356279876550748,2,2008,1
241,5,6.763884908562435,0,6.530877627725885,1,1945,1
242,5,7.272398392570047,1,6.29156913955832,1,1900,1
243,6,7.104144092987527,1,6.439350371100098,1,1980,1
244,7,7.6544432264701125,2,6.854354502255021,2,1994,1
245,7,7.534762657037537,2,7.520234556474628,2,1988,1
246,6,7.564238475170491,1,6.927557906278317,2,1910,1
247,6,7.226209010100671,2,7.220373836723949,1,1954,1
248,7,7.419380582918692,2,6.733401891837359,2,2003,1
249,6,7.670428522190693,2,7.275172319452771,2,1958,1
250,3,7.174724309836376,0,6.590301048196686,1,1940,1
251,8,7.393263094763838,2,7.360739903058278,2,2006,1
252,6,7.402451520818244,2,6.682108597449809,2,2004,1
253,6,7.171656822768514,1,7.171656822768514,2,1964,1
254,5,7.1808311990445555,1,7.1808311990445555,1,1957,1
255,7,7.736743682453495,2,6.882437470997847,2,1999,1
256,6,7.454719949364001,2,6.761572768804055,2,2003,1
257,7,7.38025578842646,2,7.38025578842646,2,2006,1
258,7,7.491087593534876,2,6.870053411798126,2,2001,1
259,5,6.782192056006791,1,0.0,1,1956,0
260,6,7.231287004327616,2,7.216709486709457,1,1962,1
261,8,7.853216388156072,3,7.301147805856032,2,2007,1
262,6,7.10002716662926,2,6.226536669287466,1,1977,1
263,5,7.182352111885263,2,6.8308742346461795,1,1929,1
264,5,6.638567789166521,2,6.522092798170152,1,1925,1
265,6,7.259819610363186,2,7.259819610363186,2,1981,1
266,6,7.32052696227274,2,6.687108607866515,2,1997,1
267,5,7.692569648067906,1,6.579251212010101,2,1939,1
268,5,6.656726524178391,1,6.606650186198215,1,1940,1
269,6,7.014814351275545,1,7.04141166379481,1,1976,1
270,8,7.569927655242652,3,6.9985096422506015,2,2006,1
271,7,7.217443431696533,2,7.233455418621439,1,1954,1
272,8,7.727535110475448,3,7.049254841255837,2,1999,1
273,6,7.397561535524052,1,7.122866658599083,2,1958,1
274,5,6.704414354964107,1,6.704414354964107,1,1982,1
275,7,7.344719054149673,2,6.858565034791365,2,1925,1
276,7,7.352441100243583,2,7.352441100243583,2,2003,1
277,4,6.761572768804055,2,6.761572768804055,1,1951,1
278,9,7.659642954564682,3,7.659642954564682,2,2006,1
279,7,7.611842399580417,2,7.05617528410041,2,1977,1
280,7,7.591861714889934,2,6.693323668269949,2,1989,1
281,6,7.140453043101158,2,7.140453043101158,2,2006,1
282,7,7.1808311990445555,2,7.1808311990445555,2,2007,1
283,8,7.291656209174461,3,7.291656209174461,2,2008,1
284,6,7.362010551259734,2,7.362010551259734,2,1992,1
285,7,7.1308988302963465,2,6.437751649736401,2,2006,1
286,6,7.458186157340487,2,6.815639990074331,1,1962,1
287,4,6.754604099487962,0,6.754604099487962,1,1971,1
288,5,6.802394763324311,1,6.782192056006791,1,1967,1
289,6,7.241366283322318,1,6.548219102762372,1,1915,1
290,8,7.5595594960077,2,6.983789965258135,2,2006,1
291,5,7.447751280047908,0,6.659293919683638,2,1912,1
292,5,7.447751280047908,1,6.643789733147672,1,1949,1
293,7,7.724446645633537,2,6.678342114654332,2,1977,1
294,6,7.404887575616125,2,7.255591274253665,1,1953,1
295,6,6.910750787961936,2,6.910750787961936,1,1984,1
296,5,7.351158226430694,1,6.813444599510896,1,1950,1
297,7,7.575584651557793,2,6.882437470997847,2,1997,1
298,6,7.463363045520021,2,6.553933404025811,1,1968,1
299,6,7.049254841255837,1,6.9957661563048505,1,1950,1
300,5,7.197435354096591,1,7.060476365999801,1,1953,1
301,8,7.804659297056102,2,6.93537044601511,2,1998,1
302,7,7.340186835320115,3,7.340186835320115,2,2001,1
303,5,6.795705775173514,2,6.795705775173514,1,1972,1
304,7,8.158516244806831,3,7.293017679772782,3,1880,1
305,8,7.600902459542082,3,7.600902459542082,2,2004,1
306,7,7.715569534520208,3,6.551080335043404,2,1990,1
307,6,7.2485040723706105,0,5.765191102784844,1,1920,1
308,4,6.7580945044277305,2,6.7580945044277305,1,1940,1
309,9,7.572502985020384,3,7.547501682814967,2,2003,1
310,6,7.313886831633462,2,6.546785410760524,2,1993,1
311,6,6.879355804460439,1,6.879355804460439,1,1948,1
312,5,7.0192966537150445,2,6.675823221634848,1,1939,1
313,7,7.618742377670413,2,7.666690200080086,2,1965,1
314,7,7.403061091090091,2,6.590301048196686,1,1925,1
315,7,7.266827347520591,2,6.573680166960646,2,2004,1
316,7,7.763446388727362,2,6.739336627357174,2,1980,1
317,8,7.580189417944541,3,6.992096427415888,2,2006,1
318,7,7.880804344674901,3,7.205635176410364,2,1993,1
319,7,7.294377299288821,2,7.22402480828583,2,1980,1
320,9,7.86172707782398,3,7.130098510125578,3,2006,1
321,8,7.811163385025279,3,7.035268599281097,2,2004,1
322,7,7.912056888179006,2,7.31455283232408,2,1986,1
323,3,7.0587581525186645,1,7.057897937411856,1,1955,1
324,7,7.999007213243955,2,6.565264970035361,2,1967,1
325,5,6.688354713946762,2,6.579251212010101,1,1941,1
326,8,7.449498005382849,2,7.449498005382849,1,1993,1
327,6,7.232010331664759,1,7.232010331664759,1,1960,1
328,6,7.665753431861699,2,6.738152494595957,2,1916,1
329,5,7.083387847625295,1,6.39024066706535,1,1920,1
330,5,7.454719949364001,1,7.454719949364001,2,1964,1
331,5,6.962243464266207,1,6.962243464266207,1,1958,1
332,8,7.395721608602045,3,8.072779333169498,2,2003,1
333,7,7.213768308118642,2,7.213768308118642,2,2004,1
334,6,7.401231264413015,2,6.849066282633458,2,1998,1
335,5,7.487733761436444,2,7.312553498102598,2,1965,1
336,9,7.561121589530238,3,7.561121589530238,2,2005,1
337,7,7.336936913707618,2,7.336936913707618,2,2002,1
338,7,7.390798521735676,2,7.0967213784947605,2,1984,1
339,6,7.102499355774649,1,7.102499355774649,1,1958,1
340,8,7.553810852008231,2,6.874198495453294,2,2002,1
341,4,6.734591659972948,1,6.580639137284949,1,1950,1
342,3,6.946975992135418,2,0.0,2,1949,0
343,9,7.428927194802272,2,7.428927194802272,2,2005,1
344,5,7.013915474810528,1,6.284134161070802,1,1976,1
345,6,7.3632795869630385,1,6.879355804460439,1,1939,1
346,6,6.86484777797086,1,6.86484777797086,1,1960,1
347,6,7.298445101508147,2,7.298445101508147,2,1960,1
348,7,7.3938782901077555,2,6.638567789166521,2,2003,1
349,9,7.911324018963353,3,7.521859252201629,2,2005,1
350,9,7.533158807455563,2,7.533158807455563,2,2007,1
351,7,7.2813856635702825,2,7.2813856635702825,1,1986,1
352,5,7.01301578963963,1,6.423246963533519,1,1941,1
353,6,6.579251212010101,2,6.436150368369428,1,1928,1
354,6,7.374629015218945,1,6.84587987526405,1,1940,1
355,6,7.090076835776092,2,7.090076835776092,2,1995,1
356,6,7.062191632286556,2,7.05444965813294,2,1992,1
357,5,7.040536390215956,2,7.040536390215956,1,1976,1
358,5,7.20934025660291,1,6.967909201801884,1,1958,1
359,8,7.562161631225652,2,6.990256500493881,2,1998,1
360,6,6.815639990074331,2,6.78897174299217,1,1978,1
361,5,7.316548177182976,1,6.78332520060396,1,1940,1
362,7,7.561121589530238,2,0.0,3,2003,0
363,6,6.894670039433482,1,6.180016653652572,1,1972,1
364,6,7.3613754289773485,2,6.679599185844383,2,1976,1
365,5,7.203405521083095,1,6.51025834052315,1,1920,1
366,6,7.2399325913204695,2,7.2399325913204695,1,1963,1
367,6,7.266128779556451,1,7.002155954403621,1,1962,1
368,5,7.145196134997171,1,7.145196134997171,1,1954,1
369,5,7.160069207596127,2,6.968850378341948,1,1959,1
370,6,7.416979621381154,2,6.859614903654202,2,2000,1
371,4,7.370230641807081,2,0.0,2,1959,0
372,6,6.62273632394984,1,6.612041034833092,1,1984,1
373,5,7.1846291527173145,1,6.410174881966167,1,1953,1
374,7,7.564238475170491,2,6.741700694652055,2,2003,1
375,1,6.806829360392176,0,6.52649485957079,0,1922,1
376,5,6.81783057145415,2,6.76849321164863,1,1996,1
377,8,7.81035268372429,2,7.365180126021013,3,2004,1
378,9,7.526178913346146,3,7.526178913346146,1,2010,1
379,6,7.495541943884256,2,6.889591308354466,2,2000,1
380,5,7.43307534889858,1,6.933423025730715,2,1924,1
381,7,7.170888478512505,2,7.164720378771857,2,2006,1
382,7,7.493873886783559,2,6.844815479208263,2,2006,1
383,6,6.664409020350408,2,6.664409020350408,1,1928,1
384,6,7.577121930876679,2,7.365180126021013,2,1992,1
385,8,7.1459844677143876,2,7.135687347028144,2,2004,1
386,5,7.076653815443951,0,6.489204931325317,1,1910,1
387,6,7.025538314638521,1,6.947937068614969,1,1976,1
388,7,7.2991214627108,2,7.291656209174461,2,1999,1
389,10,7.754481547470383,3,7.427738840532894,2,2007,1
390,5,7.220373836723949,1,6.7580945044277305,1,1900,1
391,6,7.581209826196346,2,6.6895992691789665,2,2001,1
392,5,6.782192056006791,1,0.0,1,1959,0
393,4,6.669498089857879,0,6.669498089857879,1,1941,1
394,5,6.9411900550683745,1,6.5998704992128365,1,1940,1
395,5,7.042286171939743,1,7.042286171939743,1,1956,1
396,5,6.795705775173514,2,6.795705775173514,1,1972,1
397,5,7.502186486602924,1,6.761572768804055,2,1962,1
398,5,6.981934677156389,1,6.8679744089702925,1,1920,1
399,7,7.346010209913293,2,6.9957661563048505,2,2006,1
400,8,7.160845906664299,2,7.138866999945524,1,1996,1
401,7,7.177782416195197,2,7.177782416195197,2,2005,1
402,5,6.51025834052315,1,6.51025834052315,1,1940,1
403,8,7.724446645633537,2,7.039660349862076,2,1998,1
404,6,7.360103972989152,2,6.692083742506628,2,1995,1
405,4,7.3901814282264295,2,7.155396301896734,2,1976,1
406,6,7.40184157874383,1,6.96979066990159,1,1936,1
407,6,7.426549072397305,1,6.733401891837359,2,1915,1
408,7,7.683403681053826,3,6.968850378341948,2,2006,1
409,8,7.639161171659173,3,6.9411900550683745,2,2007,1
410,5,7.151485463904735,1,7.151485463904735,1,1958,1
411,5,6.962243464266207,2,6.962243464266207,1,1955,1
412,7,7.298445101508147,2,7.293017679772782,2,2009,1
413,5,6.93537044601511,2,6.915723448631314,1,1927,1
414,7,7.64826303090192,3,6.984716320118266,2,1993,1
415,7,7.200424892944957,2,7.200424892944957,2,2007,1
416,6,7.24422751560335,2,6.51025834052315,1,1978,1
417,6,7.8724551500639794,3,7.222566018822171,2,1918,1
418,5,7.033506484287697,1,6.628041376179533,1,1940,1
419,5,6.962243464266207,1,6.962243464266207,1,1968,1
420,7,7.203405521083095,4,7.203405521083095,2,1997,1
421,6,7.379008127628304,2,7.379008127628304,2,1977,1
422,5,6.895682697747868,2,6.895682697747868,1,1954,1
423,8,7.874739125171811,3,7.293017679772782,2,1998,1
424,6,7.086737934510577,1,7.086737934510577,1,1956,1
425,7,7.236339342754344,1,6.478509642208569,1,1946,1
426,7,7.404887575616125,2,7.325148957955575,2,1989,1
427,4,6.810142450115136,1,6.810142450115136,1,1957,1
428,7,7.0967213784947605,2,7.0967213784947605,2,2007,1
429,6,7.252762418053187,2,7.238496840894365,2,1988,1
430,6,6.894670039433482,1,6.180016653652572,1,1971,1
431,6,7.088408778675395,0,6.803505257608338,1,1920,1
432,5,7.21890970761906,2,6.639875833826536,1,1971,1
433,6,7.38025578842646,2,6.8308742346461795,2,1997,1
434,4,6.4457198193855785,0,6.4457198193855785,1,1972,1
435,7,7.415175109613295,2,6.683360945766275,2,1996,1
436,6,7.0192966537150445,2,6.473890696352274,1,1920,1
437,6,6.806829360392176,1,6.784457062637643,1,1926,1
438,5,6.542471960506805,1,6.0867747269123065,1,1913,1
439,6,7.086737934510577,2,6.52795791762255,1,1920,1
440,10,7.784057002639929,3,8.037220031133012,2,2008,1
441,4,7.272398392570047,0,7.272398392570047,2,1955,1
442,5,7.360739903058278,2,6.982862751468942,2,1930,1
443,7,7.1372784372603855,3,7.1372784372603855,2,2006,1
444,7,7.553810852008231,2,6.818924065275521,2,1994,1
445,6,7.4318919168078,2,7.269616749608169,1,1956,1
446,6,7.543273346705446,2,7.324489979348532,2,1966,1
447,7,7.542213463193403,2,6.835184586147301,2,1998,1
448,6,7.226936018493289,1,6.659293919683638,2,1937,1
449,3,7.075808863978387,1,6.47543271670409,1,1948,1
450,6,6.70073110954781,1,6.70073110954781,1,1930,1
451,7,7.334981878871814,2,7.334981878871814,2,1975,1
452,6,7.470793774195062,2,6.77078942390898,2,1996,1
453,8,7.371489295214277,2,6.643789733147672,2,2008,1
454,5,7.454719949364001,2,7.454719949364001,2,1976,1
455,7,7.124478262493424,2,7.124478262493424,1,1973,1
456,5,7.203405521083095,3,6.436150368369428,1,1916,1
457,4,7.416378479192928,2,7.218176838403408,1,1954,1
458,8,7.418180822726788,1,6.376726947898627,1,1925,1
459,5,7.0925737159746784,1,6.5638555265321274,1,1950,1
460,8,7.5678626054638825,2,6.723832440821209,2,2009,1
461,7,7.034387929915503,2,6.327936783729195,1,1936,1
462,5,6.761572768804055,1,6.761572768804055,1,1965,1
463,6,7.414572881350589,1,6.5722825426940075,1,1934,1
464,5,6.946975992135418,0,6.946975992135418,2,1978,1
465,7,7.254177846456518,2,7.226209010100671,2,2004,1
466,7,7.152268856032539,2,7.152268856032539,1,1970,1
467,5,7.404887575616125,1,6.590301048196686,1,1942,1
468,8,7.3987862754199485,3,7.3938782901077555,2,2006,1
469,6,7.444248649496705,2,6.723832440821209,2,1993,1
470,8,7.31455283232408,2,7.305188215393037,1,1985,1
471,7,7.585281078639126,2,6.694562058521095,2,1977,1
472,6,6.977281341630747,2,6.304448802421981,1,2005,1
473,8,7.588829878307813,3,7.588829878307813,2,2006,1
474,8,7.409741954080923,2,7.309212365692763,2,2000,1
475,5,6.877296071497429,2,6.877296071497429,1,1963,1
476,6,7.30854279753919,2,7.298445101508147,2,1997,1
477,9,7.879669914604289,3,7.674617497364363,2,2006,1
